"","year","ageGroup","sex","cause","deaths"
"53395",2009,"50 to 54","Male","Interstitial lung disease and pulmonary sarcoidosis",4634.9
"53396",2010,"35 to 39","Male","Interstitial lung disease and pulmonary sarcoidosis",925.3
"53399",2007,"40 to 44","Female","Interstitial lung disease and pulmonary sarcoidosis",733.7
"53400",2011,"35 to 39","Male","Interstitial lung disease and pulmonary sarcoidosis",981.7
"53401",2008,"50 to 54","Female","Interstitial lung disease and pulmonary sarcoidosis",3688.2
"53404",2011,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",233.6
"53406",2011,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",569.8
"53408",2010,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",26.3
"53413",2013,"75 to 79","Male","Interstitial lung disease and pulmonary sarcoidosis",2.5
"53416",2004,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53420",2005,"30 to 34","Female","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53422",2007,"30 to 34","Male","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53427",2011,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53428",2009,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53430",2010,"5 to 9","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53432",2009,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",524.6
"53434",2011,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",424
"53435",2011,"45 to 49","Female","Interstitial lung disease and pulmonary sarcoidosis",1787.3
"53438",2010,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",230.5
"53439",2013,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",793.1
"53440",2007,"60 to 64","Male","Interstitial lung disease and pulmonary sarcoidosis",8513.1
"53442",2009,"35 to 39","Male","Interstitial lung disease and pulmonary sarcoidosis",869.5
"53444",2009,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",264.5
"53445",2012,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",426.8
"53446",2010,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",551.1
"53447",2012,"40 to 44","Male","Interstitial lung disease and pulmonary sarcoidosis",1261.8
"53448",2012,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",271.1
"53449",2005,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",29.4
"53454",2004,"70 to 74","Female","Interstitial lung disease and pulmonary sarcoidosis",132.6
"53457",2005,"35 to 39","Female","Interstitial lung disease and pulmonary sarcoidosis",0.5
"53463",2006,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53464",2012,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53466",2009,"40 to 44","Female","Interstitial lung disease and pulmonary sarcoidosis",818.2
"53467",2010,"50 to 54","Female","Interstitial lung disease and pulmonary sarcoidosis",4090.2
"53469",2009,"40 to 44","Male","Interstitial lung disease and pulmonary sarcoidosis",1088.1
"53472",2009,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",672.6
"53474",2008,"50 to 54","Male","Interstitial lung disease and pulmonary sarcoidosis",4410.5
"53476",2012,"5 to 9","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53478",2012,"20 to 24","Female","Interstitial lung disease and pulmonary sarcoidosis",394.8
"53479",2012,"30 to 34","Male","Interstitial lung disease and pulmonary sarcoidosis",614.6
"53480",2010,"30 to 34","Male","Interstitial lung disease and pulmonary sarcoidosis",562.8
"53481",2012,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53482",2009,"45 to 49","Female","Interstitial lung disease and pulmonary sarcoidosis",1603.1
"53483",2013,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",269.1
"53484",2011,"30 to 34","Male","Interstitial lung disease and pulmonary sarcoidosis",593.4
"53485",2010,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",408.4
"53486",2007,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",5356.4
"53487",2008,"65 to 69","Male","Interstitial lung disease and pulmonary sarcoidosis",12440.3
"53488",2009,"45 to 49","Male","Interstitial lung disease and pulmonary sarcoidosis",1882.5
"53489",2007,"30 to 34","Male","Interstitial lung disease and pulmonary sarcoidosis",463.5
"53490",2011,"20 to 24","Female","Interstitial lung disease and pulmonary sarcoidosis",396.5
"53492",2012,"65 to 69","Male","Interstitial lung disease and pulmonary sarcoidosis",117.9
"53493",2004,"75 to 79","Male","Interstitial lung disease and pulmonary sarcoidosis",201.3
"53495",2010,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",2.4
"53496",2005,"45 to 49","Male","Interstitial lung disease and pulmonary sarcoidosis",0.6
"53497",2011,"40 to 44","Male","Interstitial lung disease and pulmonary sarcoidosis",3.1
"53499",2004,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53500",2013,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53502",2007,"20 to 24","Female","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53505",2013,"5 to 9","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53510",2004,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",328.8
"53512",2009,"35 to 39","Female","Interstitial lung disease and pulmonary sarcoidosis",630.3
"53513",2010,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53514",2010,"40 to 44","Male","Interstitial lung disease and pulmonary sarcoidosis",1155.7
"53516",2010,"55 to 59","Male","Interstitial lung disease and pulmonary sarcoidosis",8929.8
"53518",2012,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",772.4
"53521",2011,"50 to 54","Male","Interstitial lung disease and pulmonary sarcoidosis",5039.8
"53522",2010,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53523",2008,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",497
"53525",2012,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53526",2011,"45 to 49","Male","Interstitial lung disease and pulmonary sarcoidosis",2100.4
"53527",2013,"40 to 44","Female","Interstitial lung disease and pulmonary sarcoidosis",956.4
"53528",2004,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",220.1
"53529",2010,"20 to 24","Female","Interstitial lung disease and pulmonary sarcoidosis",387.9
"53534",2011,"75 to 79","Male","Interstitial lung disease and pulmonary sarcoidosis",228
"53536",2006,"65 to 69","Male","Interstitial lung disease and pulmonary sarcoidosis",108.8
"53537",2012,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",2.6
"53542",2004,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53544",2005,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53548",2011,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53551",2010,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",6531.8
"53555",2012,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53557",2011,"50 to 54","Female","Interstitial lung disease and pulmonary sarcoidosis",4280.3
"53558",2008,"45 to 49","Female","Interstitial lung disease and pulmonary sarcoidosis",1514.9
"53560",2008,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53562",2010,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53563",2010,"30 to 34","Female","Interstitial lung disease and pulmonary sarcoidosis",434.8
"53564",2012,"40 to 44","Female","Interstitial lung disease and pulmonary sarcoidosis",931
"53565",2009,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53566",2010,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53567",2013,"40 to 44","Male","Interstitial lung disease and pulmonary sarcoidosis",1314.5
"53569",2011,"40 to 44","Female","Interstitial lung disease and pulmonary sarcoidosis",909.7
"53570",2012,"35 to 39","Female","Interstitial lung disease and pulmonary sarcoidosis",721.5
"53577",2007,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",27.4
"53582",2005,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53583",2013,"70 to 74","Male","Interstitial lung disease and pulmonary sarcoidosis",13219.9
"53584",2007,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53585",2006,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53586",2012,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53587",2005,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53588",2013,"60 to 64","Male","Interstitial lung disease and pulmonary sarcoidosis",12250.6
"53592",2011,"5 to 9","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53594",2011,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53598",2008,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",5747.5
"53599",2012,"50 to 54","Male","Interstitial lung disease and pulmonary sarcoidosis",5219.1
"53600",2012,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53603",2013,"30 to 34","Male","Interstitial lung disease and pulmonary sarcoidosis",638.2
"53604",2012,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53605",2005,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53606",2012,"45 to 49","Male","Interstitial lung disease and pulmonary sarcoidosis",2188.1
"53607",2013,"35 to 39","Female","Interstitial lung disease and pulmonary sarcoidosis",739.6
"53608",2012,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53610",2008,"60 to 64","Female","Interstitial lung disease and pulmonary sarcoidosis",7838.5
"53611",2007,"55 to 59","Male","Interstitial lung disease and pulmonary sarcoidosis",7187.1
"53612",2013,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",233.9
"53617",2008,"65 to 69","Male","Interstitial lung disease and pulmonary sarcoidosis",110.9
"53621",2007,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53622",2007,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53623",2005,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53626",2006,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53628",2007,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53629",2007,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53630",2013,"55 to 59","Female","Interstitial lung disease and pulmonary sarcoidosis",7298.7
"53631",2013,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.5
"53632",2011,"55 to 59","Male","Interstitial lung disease and pulmonary sarcoidosis",9452.4
"53633",2012,"45 to 49","Female","Interstitial lung disease and pulmonary sarcoidosis",1823.4
"53634",2013,"55 to 59","Male","Interstitial lung disease and pulmonary sarcoidosis",10113.9
"53635",2010,"65 to 69","Female","Interstitial lung disease and pulmonary sarcoidosis",11307.2
"53636",2009,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53637",2012,"50 to 54","Female","Interstitial lung disease and pulmonary sarcoidosis",4357.3
"53639",2012,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53641",2010,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",0.9
"53642",2008,"65 to 69","Female","Interstitial lung disease and pulmonary sarcoidosis",10362.3
"53643",2008,"55 to 59","Male","Interstitial lung disease and pulmonary sarcoidosis",7644.2
"53644",2010,"50 to 54","Male","Interstitial lung disease and pulmonary sarcoidosis",4835
"53645",2005,"60 to 64","Male","Interstitial lung disease and pulmonary sarcoidosis",8120.8
"53647",2013,"35 to 39","Male","Interstitial lung disease and pulmonary sarcoidosis",1061.4
"53648",2009,"5 to 9","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53649",2010,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53650",2007,"70 to 74","Male","Interstitial lung disease and pulmonary sarcoidosis",10590.2
"53652",2013,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",588.7
"53653",2005,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",219.4
"53655",2012,"80 plus","Female","Interstitial lung disease and pulmonary sarcoidosis",504.5
"53656",2012,"70 to 74","Female","Interstitial lung disease and pulmonary sarcoidosis",154.5
"53658",2010,"80 plus","Female","Interstitial lung disease and pulmonary sarcoidosis",3.2
"53661",2011,"75 to 79","Male","Interstitial lung disease and pulmonary sarcoidosis",11303.1
"53664",2006,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53665",2007,"20 to 24","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53672",2012,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53674",2007,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53675",2010,"65 to 69","Male","Interstitial lung disease and pulmonary sarcoidosis",13548.7
"53676",2009,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53678",2011,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53679",2012,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.3
"53680",2013,"20 to 24","Female","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53681",2010,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.5
"53683",2013,"45 to 49","Male","Interstitial lung disease and pulmonary sarcoidosis",2268.8
"53684",2010,"45 to 49","Female","Interstitial lung disease and pulmonary sarcoidosis",1701.8
"53685",2012,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53686",2009,"55 to 59","Male","Interstitial lung disease and pulmonary sarcoidosis",8342.5
"53687",2005,"1 to 4","Male","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53688",2009,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53689",2006,"1 to 4","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53690",2007,"65 to 69","Female","Interstitial lung disease and pulmonary sarcoidosis",10106
"53691",2005,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",341
"53692",2005,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",31.9
"53693",2011,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",748.2
"53695",2013,"75 to 79","Male","Interstitial lung disease and pulmonary sarcoidosis",231.2
"53701",2011,"80 plus","Male","Interstitial lung disease and pulmonary sarcoidosis",16788.2
"53702",2010,"45 to 49","Female","Interstitial lung disease and pulmonary sarcoidosis",5.4
"53704",2009,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53707",2012,"25 to 29","Female","Interstitial lung disease and pulmonary sarcoidosis",0.4
"53708",2012,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",1.4
"53709",2013,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53710",2006,"15 to 19","Female","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53715",2010,"60 to 64","Female","Interstitial lung disease and pulmonary sarcoidosis",8812.3
"53716",2009,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53717",2006,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",0
"53718",2013,"50 to 54","Female","Interstitial lung disease and pulmonary sarcoidosis",4442
"53719",2012,"10 to 14","Male","Interstitial lung disease and pulmonary sarcoidosis",0
"53721",2009,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53722",2005,"5 to 9","Female","Interstitial lung disease and pulmonary sarcoidosis",0.1
"53724",2010,"35 to 39","Female","Interstitial lung disease and pulmonary sarcoidosis",670.3
"53725",2010,"15 to 19","Male","Interstitial lung disease and pulmonary sarcoidosis",0.2
"53727",2004,"20 to 24","Female","Interstitial lung disease and pulmonary sarcoidosis",322.9
"53729",2009,"60 to 64","Female","Interstitial lung disease and pulmonary sarcoidosis",8323.7
"53730",2007,"65 to 69","Male","Interstitial lung disease and pulmonary sarcoidosis",12041.6
"53731",2005,"25 to 29","Male","Interstitial lung disease and pulmonary sarcoidosis",534.8
"53732",2004,"10 to 14","Female","Interstitial lung disease and pulmonary sarcoidosis",24.1
"53733",2012,"30 to 34","Female","Interstitial lung disease and pulmonary sarcoidosis",460.8
"53738",2011,"60 to 64","Male","Interstitial lung disease and pulmonary sarcoidosis",62.5
"53745",2007,"30 to 34","Female","Interstitial lung disease and pulmonary sarcoidosis",0.4
